[0.04] 大家好
[1716.61] 高音接不接得了
[1717.41] 还有意义吗
[1718.07] 我这里长毛巨魔又没有输出
[1720.27] 豪雄37点血死了就没了
[1722.05] 结束投快不快
[1724.41] 就是这么果断了啊
[1725.63] 快得很哈哈
[1726.55] 三把都没打几分钟
[1728.199] 有些三把打个50分钟可能啊
[1730.299] 当然双方打的本来也就快啊
[1731.879] 我方是一个长毛巨魔开墙的核心
[1734.6] 长毛巨魔百分之百选啊
[1736.04] 开强的这么一个队伍
