[0.9] 大家好
[1533.749] 啧啊
[1534.87] 右卫玄玉来了
[1536.17] 后面是风妖精
[1539.8] 愤怒拳揍他
[1543.44] 赛博尔走吧
[1544.28] 赛弗尔直接开顺风啊
[1547.52] 等会再打
[1548.26] 要注意对面有极光幕啊
[1549.88] 极光木的话伤害减少1/3啊
[1554.64] 感谢狗狗气泡语音送的十个小心心
[1558.44] 感谢马嘎雷超级送的五个魔法之花
[1561.52] 感谢火柴人S送的55个丘比特之箭
[1564.48] 非常感谢老板啊
[1571.18] 感谢彩旭送286个丘比特之箭
[1573.4] 非常感谢老板
[1574.26] 这边是要太金
[1577.76] 哦太金一尾玄鱼啊
[1579.42] 没有太极那个谁太乙金妖精一位玄鱼
[1583] 他有个钛金爆发妖啊
[1584.62] 然后快速折返
[1585.62] 冲动和扫墓
[1586.64] 他不会离骚
[1588.53] 这边直接扫墓啊
[1590.33] 风向君随便给你扫扫墓
[1592.01] 威力现在就100
[1592.73] 并不高
[1593.09] 科比爪克的死吗啊没有克死
[1596.61] 哎呦我一拳结束了呀
[1598.93] 我现在威力起来了
[1599.93] 而且攻击加一吃文柚果没用啊
[1603.24] 又不是吃木子果
[1605.42] 我一拳就死了呀
[1607.38] 我攻击加一愤怒之拳呐
[1611.1] 你极光幕也遭不住啊
[1613.57] 顺风开
[1614.39] 猴哥
[1614.81] 这回醒不来啊
[1615.53] 这个睡眠比冰冻还可恶
[1617.01] 为什么冰冻你还有可能解冻睡眠
[1619.37] 你现在一回都没睡啊
[1620.41] 睡了一回合了啊
[1621.97] 你要一窝都没睡
[1623.29] 你都醒不来啊
[1630.42] 大尼拉克命爪中毒睡眠
[1632.18] 或者是这个这个麻痹啊
[1638.58] 最怕的是睡眠啊
[1642.26] 克命爪
[1647.16] 他说为什么会打成这样呢
[1648.6] 明明简简单单的二比零结束的事情哎
[1652.34] 打成这样反倒要输了
[1654.38] 反正你准备看荷官能不能第二回醒来啊
[1656.74] 这刚才睡了一回合嘛
[1659.46] 河谷没醒
[1660.14] 没了没了
[1661.7] 这里双杀就没有了
[1664.24] 好扫墓干一个
[1665.28] 然后科比爪干一个双杀了对吧
[1666.94] 就没了
[1667.82] 那低了摇了摇头
[1669.18] 唉
[1669.7] 简简单单二比零的事给我搞成这样
[1676.62] 对不对
[1677.14] 是不是结局了
[1677.66] 第二把刚才就已经赢了呀
[1678.94] 没冰冻
[1680.8] 你10%概率
[1681.92] 百分之几概率
[1682.72] 老是搞这种事情
[1683.48] 有意思没意思啊
[1692.14] 这次没上咆哮虎啊
[1694.7] 还是应该上咆哮虎啊
[1696.82] 你按照第二把的思路来就对了嘛
[1701.04] 现在顺风团进槽啊
[1702.62] 把这俩淘了
[1704.91] 他肯定要保那个谁
[1706.19] 保右尾玄鱼吧
[1707.57] 保这个右尾玄鱼
[1708.87] 等会扫墓清场
[1709.99] 然后卖爆飞龙
[1711.45] 大概这样
[1712.23] 对面两个都不能保护啊
[1714.39] 哦大牛拉走
[1717.5] 哦保那个谁啊
[1719.94] 你这是保谁啊
[1723.58] 有极光木啊
[1724.54] 是有极光木啊
[1725.74] 好这边逃逃得死吗
[1728.299] 哎呀极光木还逃不死他剩饭当然逃不死啊
[1730.739] 直接就扫墓没了啊
[1735.41] 也是哦
[1736.89] 扫墓还扫不死啊
[1738.15] 这扫墓现在威力100啊
[1739.85] 不是很高啊
[1741.73] 因为队友只死了一个人
[1744.95] 极光幕消失了
[1747.91] 那也没用了呀
[1752.8] 因为咸鱼甚至可以下去
[1754.32] 然后开个啥
[1755.36] 这个这个暴飞龙
[1756.84] 开个顺风也行啊
[1757.92] 好这也不开了
[1758.96] 随便吧
[1759.77] 反正你捡一淘金槽
[1761.17] 本来也逃不死人的
[1765.44] 偷工减二了
[1768.44] 感谢善良的图图犬
[1769.58] 送的三个小月粮
[1776.2] 感谢彩俊送的628个丘比特之箭
[1778.32] 非常感谢老板
[1779.08] 好灵性杂志拜拜
[1780.4] 那杰米boy连扳两场逆转啊
[1783.46] 这两把逆转全都靠状态给他强行逆转了
[1786.51] 本来是简简单单
[1787.79] 应该是二比零的
[1788.83] 他这个打围攻猴哥这样的根本就是非常难打的
[1791.47] 说实话吧
[1792.15] 你看你根本就集火不了猴哥
[1796.52] 他的鼠鼠呢
[1797.56] 当然我方这个鼠鼠啊
[1798.72] 他的速度没有对面的急速报飞龙快鼠鼠
[1801.94] 他加过速度可以加过90多线
[1803.5] 加过100线也可以啊
[1804.46] 看他怎么加
[1805.24] 有些也是加过一定的线
[1807.06] 就就没有
[1808.4] 并不是极速的啊
