[0.42] 大家好
[1477.66] 化世翼龙200吧
[1478.72] 耿鬼200
[1479.32] 这个你要少加点也可以啊
[1481.82] 平时的速度啊
[1482.86] 你最少最少你不加速度
[1486.31] 他122嘛
[1487.15] 他102的速度
[1488.19] 种族不加122
[1489.23] 我认为最少可以过大嘴鸥
[1490.71] 这个地方大嘴鸥胆小
[1492.49] 大嘴鸥128
[1493.45] 所以你叫129或130
[1496.41] 我说最少应该加个大嘴鸥
[1498.17] 可能比较合理一点呢
[1499.37] 你加一点点就可以加个大嘴鸥嘛
[1501.27] 加个六点就过大嘴鸥
[1502.61] 加个七点啊
[1503.25] 过大嘴鸥
[1505.03] 所以还是要加一点
[1506.59] 剩下的就拉一次币
[1508.07] 然后呢特攻啊
[1508.91] 物防拉一点就完事了
[1510.17] 特防不需要拉
[1511.03] 因为他特防太高了
[1515.18] 所以速度看你要过谁啊
[1517.159] 至少现在这个环境里面呐
[1519.159] 雨天大嘴鸥胆小大嘴
[1520.999] 尤其是胆小大嘴鸥啊
[1522.079] 128
[1522.899] 如果你的速度在他附近
[1524.75] 我建议加过他比较好
[1526.37] 大嘴鸥128速度
[1528.03] 你本来就122了
[1529.23] 你多加点就行了
[1530.23] 加几点就可以超过他啊
[1532.07] 包括我的沙一朵也是加过他的嘛
[1534.23] 杀害斗速度100种族
[1535.35] 你不加120
[1536.46] 我是不是加了九点
[1537.9] 加到129
[1539.08] 就是过大嘴鸥啊
[1540.14] 就过大嘴鸥
[1540.66] 那你说我加130点可以啊
[1542.34] 你比我再快一点
[1543.83] 那我130一点吧
[1545.65] 哎我加134点
[1547.03] 134点
[1547.67] 刚好我简易过200线嘛对吧
[1549.47] 冰冻之锋下过多少
[1551.49] 看你自己
[1553.739] 所以看你要加多少速度啊
[1555.259] 我这里是过加了134啊
[1557.819] 130
[1558.179] 这124嘛
[1558.859] 马嘎以后就134啊
[1559.939] 马嘎也134
[1561.48] 这能力值他只能看到马嘎之前的啊
[1564] 马嘎之后能力值呢
[1565.12] 就是把你种族值往上加一下就行了
[1573.1] 这就是算一下的耐久啊
[1576.09] 他耐久啊
[1577.05] 如果你不加耐久
[1578.03] 他的血量比较少
[1579.25] 151
[1580.25] 物防107就加20嘛
[1582.49] 加20就是他的这个我们就说了嘛
[1586.159] 算的时候啊
[1586.919] 特防的加20对吧
[1590.15] 血量是加75
[1592.74] 对不对
[1593.46] 就是它的耐久
[1594.54] 这个耐久高不高
[1597.119] 这个耐久你发现特防特别的高
[1599.659] 比那个盖欧卡是不是比盖欧卡还高
[1603.639] 比盖欧卡还高啊
[1604.879] 真的太高了
[1606.47] 但血量比较少
[1607.89] 如果你加耐久
[1609.11] 像我刚才血量加26点了啊
[1610.97] 物防加的少
[1612.99] 你看这耐久
[1615.6] 看着是不是要高一些
[1617.4] 那高很多啊
[1619] 血量100多
[1621.75] 双
[1622.11] 防又很高
[1622.81] 这爱管事级别的耐久了
[1624.63] 基本上是是不是爱管仕
[1626.77] 级别当然比爱管事还要高一些啊
[1629.57] 所以这耐久是相当靠谱的
[1632.17] 如果你不加耐久啊
[1633.79] 这里我们先算不加耐久情况
[1635.87] 环境里面最打坏地呢
[1637.71] 一个是这个大牛拉的科密抓
[1639.79] 你知道80威力效果八星240嘛
[1643.03] 一克就死
[1646.06] 克一下是不是就克死皇帝了
[1647.88] 克死了
[1648.66] 但是如果你加薪耐久
[1650.18] 你看看我们假如加些血
[1652.7] 尤其是血加满啊
[1653.9] 加些血克不死
[1655.42] 是不是克不死
[1656.34] 12%的几率击杀
[1658.06] 就认为是不能击杀
[1659.36] 所以你加一些耐久
[1660.72] 尤其是你专门能接克命爪
[1662.42] 这是完全没有问题的
[1664.63] 你加点血量
[1665.77] 他的物防不差呀
[1666.95] 又不是沙一朵山一朵Q命爪
[1668.83] 我必死
[1669.39] 为啥必死
[1670.11] 因为沙朵的物防太脆皮了呀
[1673.17] 扇子物防你投入再多
[1674.61] 他本身物防65种族
[1675.97] 没办法
[1678.5] 刻一杆命爪我就死了
[1680.04] 杀毒也要金呐
[1682.74] 但是我这里加耐久可以吃克命爪
[1686.1] 钢兵铁头不用说
[1687.58] 这个必死啊
[1688.18] 钢兵和他的威力是一样的
[1689.58] 钢兵也是80威力嘛
[1691.22] 效果拔群铁头怼你
[1693.01] 但他的攻击力比大扭拉高啊
[1694.85] 而且性格也选择固执
[1696.35] 所以这个铁头啊铁头就算了啊
[1699.05] 钢兵铁头接不了你
[1701.31] 威吓一下
[1701.75] 威吓不了他
[1702.39] 不服输的
[1703.51] 所以钢兵要杀你
[1705.33] 他一定能杀你
[1706.89] 这就是钢兵
[1709.07] 他铁头怼你
[1709.83] 你就得死
[1711.45] 除了钢兵
[1712.25] 还有一个人叫鬼剑
[1713.41] 是不是啊
[1714.03] 鬼剑也怼铁头一样的啊
[1715.97] 145攻种族
[1717.11] 鬼剑是145攻种族啊
[1718.49] 本来150嘛
[1719.39] 砍了十点嘛
[1720.15] 鬼剑双攻140一样的也是死
[1722.9] 不过鬼剑可以威吓吧
[1725.18] 你威吓一下这个鬼剑就不行了
[1727.72] 但钢兵威吓不了
[1729.76] 那你还是得死
[1732.48] 所以能秒花地的
[1733.6] 就是钢兵这样的大扭拉不一定啊
[1735.52] 你加了耐久就秒不了
[1737.31] 特防端
[1738.23] 不用担心
[1738.97] 特防端呐
[1740.11] 那个特防太高了啊
[1741.49] 耿鬼这样的特工都秒不了他
[1745.13] 乌炸弹威力更高啊
[1746.41] 比这个铁头这些威力更高
[1747.89] 你240
[1748.37] 我270啊
[1749.23] 但是你加了耐久肯定是秒不了的
[1753.25] 所以你可以大概看一下花季的这个耐久
[1756.09] 如果你不加耐久的话
[1757.61] 他这个耐久啊
[1758.63] 大概物理端就能接个200出头的威力吧
[1762.42] 本溪的一个科明转240就给他克死了
[1766.17] 如果你加了耐久呢
[1767.73] 240可杀不了你啊
[1769.39] 得250附近的这个威力吧
[1772.94] 才能杀得了你
[1774.2] 特殊端的你不加都是300左右的威力啊
[1776.86] 这个特防太高了
[1777.9] 加了血量的话
[1779.18] 300多威力都随便接
[1781.82] 所以你加些血量
[1783.32] 因为血量他既管物防又管特防
[1786.84] 加些血总是不会错的
[1788.52] 优先考虑加血量
[1790.64] 甚至你拉满了
[1791.4] 你看到好多努力他都拉满血量啊
[1793.18] 把血量直接拉满
[1795.11] 再加这里再加六点吧
[1797.61] 181呀
[1800.46] 182是不是
[1801.96] 我看一下加到32嘛
[1803.44] 加6.181血啊
[1804.76] 181血
[1807.439] 这个血量呢也不差
[1810.09] 加满血以后
[1810.93] 你的物防有提升
[1812.05] 特防也有提升
[1813.23] 优先考虑加血速度
[1815.77] 定了以后啊
[1816.33] 特攻的多一点少一点
[1817.33] 那没关系呀
[1818.67] 是不是啊
[1819.97] 这是花园帝的耐久环境里面能杀他的
[1824.39] 一个就是克命爪
[1825.53] 一个就是铁头
[1826.23] 主要是怕这两个技能
[1829.72] 毒系的这个就是大大扭拉的科米转吗
[1834.24] 因为他就这两个弱点
[1835.42] 如果毒若干
[1836.52] 其他的不弱呀
[1838.28] 所以这两个就代表一个就是大友拉
[1840.32] 一个是钢兵
[1841.46] 如果你再说一个就是鬼剑
[1843.04] 因为鬼剑他也是一样的
[1844.36] 一一百四十五攻也怼铁头钢炮就别来了
[1847.38] 你的钢炮差10万8000里啊
[1848.94] 人家退房那么高
[1850.47] 这是这个荒地的耐久还是不错的
[1853.27] 所以你能不能克死他
[1854.51] 你是不是也有数了
[1855.71] 而我这克米长能不能杀这个花帝啊
[1857.93] 如果他这是个耐久不高的
[1860.11] 我也克死他
[1860.83] 如果耐久高的话
[1861.67] 我克不死他
[1863.35] 大概克到一个红血或者是黄血附近
[1867.27] 刚好没克死
[1870] 这是完全可能的
[1872.24] 桥龙那个钢炮那不更垃圾吗
[1874.2] 乔龙就更不用说了
[1875.64] 乔龙乔龙狗屁不是他这个主要打电光术啊
[1879.689] 先别打钢炮了
[1880.509] 那钢炮力度还更拉啊
[1884.14] 巨金怪一个重磅冲撞的话
[1885.58] 你算一下啊
[1886.54] 200多威力啊
[1887.7] 就把他差不多杀了
[1888.78] 你那巨金怪能威力那都都都都好好几千了
[1891.78] 这这哪接得了啊
[1893] 一屁股就坐死
[1895.27] 还有就是这个重磅冲撞对
[1898.03] 因为重磅冲撞最大威力120嘛
[1900.23] 比如说不说巴适可多了啊
[1904.14] 这个你有巨人是不是会重磅冲撞
[1908.39] 还有那个啥来着
[1910.37] 重泥挽马是不是会重磅冲撞
[1913.409] 创出来威力多少
[1914.729] 他们是非本系的
[1916.029] 但这个重量装120×2倍
[1918.129] 克制化AD240能不能创死
[1921.62] 能不能创死
[1922.58] 这不是和科比爪一个道理吗
[1924.24] 如果你不加耐久
[1925.46] 他还真能创死你
[1926.64] 尤其是你有巨人的攻击力也不差
[1928.82] 还有那个仲尼玩马攻击力也不差
[1931.62] 但是如果你加一耐久呢
[1933.36] 他们这个也创不死你
[1934.98] 是不是撞不死你
[1936.02] 重磅冲撞
[1938.51] 撞撞创出来威力也是240啊
[1940.15] 花园D就几千克呀
[1941.21] 太轻了
[1941.83] 那些重磅冲撞那都是几百千克
[1943.31] 往上走的肯定是最大威力啊
[1944.83] 120威力
[1945.35] 重装冲撞效果拔群240
[1947.82] 那不就和科米转一样吗
[1949.06] 还和铁头一样吗
[1950.14] 啊这些是一样的
[1951.38] 打这么冲浪天
[1952.4] 非本系的
[1952.96] 人家就是依靠高质量和你那个本系铁头一样的
[1956.95] 你铁头80为例
[1958.03] 你乘以本系列为120
[1959.659] 我虽然不是本息
[1960.779] 但我创出去也是120啊
[1962.139] 我也是120威力啊
[1963.239] 所以相当于我就有个本息
[1964.919] 就这个意思
[1966.74] 撞撞冲撞的还是比较少啊
[1968.54] 那些高质量的一般都比较笨重是吧
[1971.1] 比较笨重混空间的啊
[1973.94] 有没有高质量速度又快的诶
[1976.34] 你是不是找藏马特呀
[1977.64] 嗨呀
[1978.55] 如果这游戏有藏马特呀
[1980.71] 钢兵哪位是钢兵呐
[1982.79] 大扭拉来近战捶捶
[1984.27] 我看你锤不锤得动啊
[1985.59] 是不是啊
[1986.33] 什么大牛拉钢笔现在使用率前五啊
[1988.47] 那多猛啊
[1989.63] 在藏马兰特面前
[1991.5] 那真是狗屁
[1992.54] 不是我藏满了
[1993.9] 杀你们就如同碾死一只蚂蚁一样简单
[1996.72] 所以这宝可梦有些宝可梦
[1998.3] 那确实太强了
[1999.45] 那个你想想这个钢兵现在这么厉害
[2001.87] 你说我要有谁能挡钢兵了
[2003.73] 这钢兵太猛了
[2004.57] 我又不敢威吓他
[2005.41] 他这个不服输哈哈其实你找一个炸馒头来
[2008.05] 这干冰都哭了啊
[2008.97] 我真是打不动他一点
[2010.3] 然后呢
[2010.82] 对面摸一下我就死了
[2012.04] 这个藏马特那可真是太牛了
[2014.1] 藏马特很多时候啊
[2015.58] 很多队伍神战里面使用率前十的啊
[2018.26] 赞丸特这个太厉害了
[2019.82] 这个太厉害了
[2020.6] 你们这些啊大牛蛙打打残会就行了啊
[2023.07] 这你找些宝可梦
[2024.35] 有些真是挡不住大牛拉
[2025.71] 大牛拉真凶猛
[2026.71] 其实还有个人
[2027.61] 我说一个土地云
[2029.19] 请问大娘打不过土地
[2031.09] 土地都是二流的
[2032.55] 这种都属于二线宝可梦了
[2034.83] 我说实话对不对
[2035.93] 土地大牛蛙打不打动啊
[2038.6] 打不动
[2039.54] 可惜没有土地云啊
[2041.18] 也没有土地云
[2042.17] 所以这大牛拉你说就是猛啊
[2044.01] 猛环境里面都没什么人能够干他了啊
[2046.33] 他反正他不要命干就完了
[2047.97] 你要说土地云都给你
[2049.75] 都都比你厉害啊
[2051.44] 现在这个环境是没有任何神兽的啊
[2053.56] 全是普通宝可梦大弹大
[2055.84] 你拉就比较的猛
[2059.28] 然后就是进攻端啊
[2060.84] 他进攻端刚说了
[2061.96] 他的爆发力和眼镜发点是一样的
[2064.52] 胆小如果你胆小性格
[2066.87] 那他的特工是207
[2068.97] 内敛性格
[2069.83] 你加些特工啊
[2070.87] 220
[2071.65] 那为啥要加这个245点特攻呢
[2074.01] 就是说如果你少加一点呢
[2075.57] 秒大扭拉
[2076.37] 主要是这个月亮之力啊
[2078.09] 你看看到没有
[2081.879] 如果你通用加的少
[2084.14] 昨天我玩那个花D啊
[2085.58] 我特加的少
[2086.58] 我一个月亮直接轰上去
[2088.409] 没有秒掉大牛拉
[2090.069] 给他打到一个红血
[2091.289] 但是没秒掉
[2092.529] 你加这个特工
[2093.729] 你看刚好能秒杀大牛拉呀
[2096.329] 大牛拉白色香草
[2097.169] 你不需要吃什么白色香草
[2098.409] 我一发就秒了
[2100.3] 大扭拉
[2100.9] 这个特防还是可以啊
[2101.74] 八十八十
[2102.71] 他的三个技能威力
[2104.15] 魔法闪耀
[2104.63] 分散威力120
[2105.79] 月亮之力你乘以二就行了
[2107.27] 因为妖精气氛加本系啊乘以2月亮之力
[2110.18] 95乘以二一百九
[2111.68] 破灭之光280爆爆发力最高
[2114.02] 就这个啊
[2114.46] 破灭之光
[2116.32] 这个破灭之光啊
[2118.4] 你看钢兵有人带这个技能专杀钢兵
[2122.04] 看到没有
[2122.48] 这伤害
[2123.439] 钢兵特防85种族
[2125.079] 这个游戏没有突击背心呐
[2126.419] 没有突击背心
[2127.339] 所以他特防多少
[2128.619] 那么你的耐久我就知道我能秒就一定能秒
[2132.19] 钢兵加满hp对吧
[2134.59] 然后还要加两点特防
[2136.17] 秒杀咆哮虎呢
[2138.84] 咆哮虎和钢笔耐久其实差不多
[2140.42] 185
[2141.56] 那九十五九十九十对吧
[2143.52] 这是特防啊
[2144.87] 前面那个物防我们用不到物防
[2146.43] 不管咆哮五耐久和他差不多
[2148.5] 咆哮能不能耐突击背心
[2149.68] 不可以
[2150.22] 这个游戏没有突击背心
[2151.46] 所以你打咆哮五也可以去
[2152.98] 打不过这个咆哮虎啊
[2154.85] 因为他的这个特防要高一点点啊
[2157.69] 所以刚好秒不了低概率秒杀
[2160.169] 这与破灭之光的恐怖威力
[2163.63] 只要你不抵抗妖精系钢冰咆哮虎
[2167.25] 钢加恶火加恶都不抵抗妖精直接一发秒杀
[2171.43] 这是他最高的爆发力
[2172.91] 但是这个技能也要反伤
[2174.33] 那你的耐久就没什么用了
[2175.87] 你都反伤一半
[2177.03] 咆哮有200血
[2178.39] 202血
[2179.35] 你秒了他
[2179.95] 你反伤101血是吧
[2181.67] 自己自返100点血
[2183.03] 那不就是已经没血了吗
[2185.66] 是不是没血了
[2186.86] 所以这个技能是一种不要命的打法
[2189.89] 带的人呢有20%多的人会玩这个啊
[2192.45] 会跟你玩这种
[2193.51] 大部分呢还是冥想哎呀
[2195.53] 还是冥想冥想
[2196.41] 月亮之力魔法闪耀
[2197.899] 有的他带细雨之吻啊
[2199.579] 细雨之吻吸一口来给你玩玩
[2201.899] 续航的也可以
[2203.51] 就他的爆发力啊比较的足
[2207.31] 咆哮虎这种他也是现在经常加这个物防比较多
[2209.99] 因为大扭拉近战啊
[2211.43] 岩崩啦等等这些技能地震
[2214.19] 所以现在跑友都是物防型
[2215.89] 他的特防并不高
[2220.44] 这魔法闪的威力
[2222.36] 你闪两下都赶不上破灭之光啊
[2224.42] 赶不上啊
[2226.83] 所以看你怎么取舍
[2229.31] 最高爆发力的还是那个郝月熊那个啊
[2232.48] 生命宝珠血140
[2234.44] 钛金一般乘以本息两倍
[2236.56] 再乘1.3
[2237.44] 是不是这个血月只要你不抵抗的秒全部秒杀啊
[2242.31] 这郝月熊也是这么个爆破流了啊
[2244.31] 如果你要爆破流
[2245.35] 只是说人家没有副作用
[2246.83] 你这个呢就要反伤一半血
[2249.21] 这个非常伤
[2250.37] 让你的耐久也就没有耐久
[2251.93] 你耐久再高超反伤一半
[2253.49] 那还有啥耐久啊
[2256.1] 所以冥想留的呢是比较多的啊
[2258.3] 你看到他就是小心
[2259.54] 你不要这两个都保护一下
[2260.96] 你两个都保护一下他
[2262.02] 拍一个冥想
[2262.88] 那你不是麻烦了吗
[2266.54] 以后环境变化
[2267.82] 他会不会玩这种爆破流呢
[2269.6] 说冥想我根本就没有机会冥想了呀
[2271.66] 来不及了
[2272.47] 那他可能会去进行输出
[2274.59] 他会不会轨迹啊
[2275.57] 不会要
[2276.67] 他会轨迹就好了
[2277.51] 轨迹等等
[2278.11] 轨迹一下
[2278.93] 说起来有人就会诡计啊
[2280.69] 像雪妖女会诡计点鬼也会诡计耿鬼
[2283.67] 因为他这种单体啊
[2284.73] 他的轨迹就不划算
[2286.09] 你轨迹这种强化的都是有AOE的比较好
[2289.03] 轨迹轨迹心碎轨迹轨迹淘金槽
[2291.98] 鬼泣鬼泣暴风雪
[2293.58] 是不是这样
[2295.32] 你没有AOE你轨迹
[2296.76] 但收益比较低啊
[2299.07] 你要能秒两个呀
[2300.31] 强化起来
[2301.19] 那耿鬼他就不太适合轨迹
[2303.31] 他虽然会轨迹
[2304.23] 但污泥波算不算乌尼波就不算了吧
[2306.11] 大哥污泥波他也算了
[2309.02] 你得有AOE啊
[2310.36] 他就有AOE
[2311.26] 但是不给他轨迹
[2312.42] 你要是给轨迹的话
[2313.34] 我强化一下
[2313.86] 我不起飞了
[2314.54] 直接直接闪穿
[2315.34] 你信不信呢
[2316.26] 发姐也是给不给诡计
[2317.72] 正一发
[2318.22] 他也会冥想
[2318.82] 他不会诡计
[2322.04] 这种速度又快
[2323.44] 特攻又高的
[2324.32] 又AOE的
[2325.12] 一般不给轨迹
[2326.48] 除非他叫雷冠王
[2328.02] 下代把雷冠王那个轨迹给他没收了啊
[2331.15] 是不是啊
[2331.95] 你速度快
[2332.79] 然后又有出手权
[2333.81] 然后又有AOE啊
[2335.39] 你还要诡计
[2336.19] 那就是诡计一下
[2337.15] 下回就清场了
[2338.11] 那人人都是雷冠王了
[2339.819] 赛富豪的速度可不快呀对吧
[2342.46] 赛跑速度不快
[2343.32] 所以这样的宝可梦啊
[2344.54] 你首先看他这种爆破力又十足又快的人
[2347.26] 有没有轨迹
[2348.19] 有轨迹当然最好啊
[2349.75] 没有的话就就不行啊
[2351.39] 没有不行
[2352.24] 像喷火龙有没有轨迹
[2353.48] 喷火龙它会喷火龙倒是有龙骨行不行
[2355.66] 龙舞不行啊
[2356.72] 龙骨不行
[2359.11] 有轨迹轨迹热风那也是比较厉害的啊
[2363.25] 所以这个轨迹啊
[2364.7] 大妈就是轨迹轨迹热风啊
[2366.5] 大妈大妈住134
[2368.18] 她就会鬼泣轨迹轨迹热风
[2370.08] 但是他特性给的怎么样
[2371.5] 特性给一个漂浮
[2374.06] 我不给你加输出特性
[2375.64] 给你个不痛不痒的特性怎么样
[2378.76] 大妈大妈说唉就那样吧啊就那样
[2382.71] 大妈你说就不咋地了是吧
[2384.47] 大妈你说你要能开日照
[2386.21] 那我轨迹一下热风是不是清场轨迹一下啥的
[2389.13] 我轨迹我AOE有就是热风
[2391.149] 但是我的特性是个漂浮
[2392.829] 我也不能说它不好
[2394.129] 但是呢就是没什么作用
[2396.089] 所以很多大妈他也不带轨迹
[2397.589] 他说我带再来一次啊
[2398.429] 带个替身啥的都行是吧
[2400.44] 这个大妈好歹比防弹好吧
[2402.32] 你看那布里卡隆他改都没改
[2403.88] 好歹还给了我个漂浮
[2405.51] 因为大妈是不能不改大妈
[2408.23] 你总不可能说他的马嘎特性是魔术师吧
[2411.11] 魔术师偷对面道具
[2412.45] 我不是锁马嘎什么
[2413.55] 我怎么偷道具啊
[2414.68] 所以大妈不是不改
[2416.63] 你又说这个布里卡隆
[2418.27] 你看特性他都没有改
[2419.55] 还是防弹
[2420.55] 甲壳忍蛙也没有改
[2421.87] 还是变换自如
[2422.91] 为什么大妈改了呢
[2424.07] 是不是对大妈这个这个谁喜欢大妈呀
[2428.24] 啊这利姆瑶喜欢大妈
[2429.68] 利姆瑶她不是喜欢大妈
[2431.08] 是因为大妈这个特性没办法不改呀
[2434] 魔术师我马嘎还魔术师
[2436.68] 我怎么偷道具
[2437.4] 我锁马嘎十
[2438.529] 所以利姆要再蠢
[2439.809] 他也不可能给马拉大妈魔术师啊
[2441.649] 给他魔术师
[2442.209] 那不是说明我完全不懂什么是魔术师吗
[2444.389] 所以只能改一个改哪个呢
[2445.849] 哎随便挑一个漂浮得嘞
[2447.98] 下班啊就下班了
[2451.54] 所以大妈是不得不改啊
[2453.95] 但是一想哎
[2454.95] 但是大妈不能让他打广域战力啊
[2456.51] 还是别让他打广域战力
[2457.83] 不然这个轨迹下广域战力你不成雷冠王了吗
[2460.79] 啊不行
[2461.94] 给他个漂浮啊
[2462.88] 让他就那样
[2464.12] 所以大妈呢就像个鸡肋
[2467.349] 食之无味
[2468.649] 弃之可惜
[2470.35] 你说他好呢又不好
[2472.07] 说他不好呢也就那样
[2473.83] 对不对
[2474.63] 处在一个比较尴尬的位置
[2475.99] 我说实话大妈在这茶会呢也还行
[2479.97] 但是你也就说不出他有他又不是顶级对吧
[2483.41] 这就是大妈的定位
[2484.79] 就这样
[2491.7] 这就是他搭配哪些队友啊
[2493.3] 刚才我们说他这个纯妖精系嘛
[2496.02] 打不动毒火钢
[2497.6] 所以他搭配最多
[2498.78] 你看就地龙
[2499.91] 然后队友顺风经常就是拍一个
[2503.04] 然后我冥想一下
[2504.28] 后面的有顺风的队友啊
[2505.98] 给你开个顺风掩护的呢
[2507.7] 就是鼠鼠掩护一下
[2509.34] 或者跑友拍一个冥想一下
[2511.5] 接下来顺风闪闪闪闪闪
[2512.86] 月亮之力
[2513.22] 月亮之力
[2513.5] 月亮之力干穿
[2514.61] 对面玩法呢已经和三朵还差不多啊
[2517.07] 简简单单
[2517.85] 三朵就是队友掩护
[2518.89] 吼两波
[2519.47] 我就不冥想了
[2520.37] 三躲也会冥想
[2521.68] 那我就不冥想了啊
[2523.6] 上次我因为在戏法空间嘛
[2525.56] 还有用加木尔开出的都可以
[2529.33] 先冥想再说
[2530.65] 冥想以后啊
[2531.53] 你就具备了推队能力了
[2533.13] 月亮之力魔法闪耀
[2534.29] 月亮之力魔法啥样
[2535.19] 给对面干穿了
[2538.8] 就这样啊
[2541.36] 是不是啊
[2542.56] 但是要注意他有个不好打的人啊
[2544.98] 你说钢兵呢我也可以打他大牛拉
[2547.24] 虽然他们克制我
[2548.36] 但是我打他们是不是也可以打我
[2550.49] 妖精系打大牛拉一倍伤害呀
[2552.33] 打钢兵一倍伤害呀
[2554.61] 不过有个人就不好打
[2555.97] 就钢凯鸭
[2556.81] 你不说带地龙打吗
[2558.35] 地龙打的刚吸
[2559.49] 那我钢凯鸭是不是天下无敌
[2560.89] 这钢凯鸭这个玩意就是猥琐的很啊
[2563.879] 你这打不动他
[2564.839] 他他这个烦得很
[2565.919] 是不是感慨呀
[2566.619] 嘿嘿感慨呀
[2568.239] 天空之盾啊
[2569.539] 所以有时候你要注意
[2570.599] 有些人带若陀这个洛托姆啊
[2573.49] 就是刚凯的爷爷
[2575.35] 你是完完全拿我没办法的
[2577.25] 这游戏现在电系啊没有什么好用的电系
[2579.83] 说实话真的你找一个买A股何在
[2582.92] 铁臂膀何在
[2583.88] 不好意思
[2584.48] 没有雷操
[2585.64] 有没有没有雷超
[2587.85] 没有马格雷操
[2588.91] 如果有马格雷操
[2590.01] 这游戏还真是马格雷操能打
[2591.69] 因为实在是没有好用的电系
[2593.95] 所以你又得把元老
[2596.33] 这都是多少年前的元老了
[2598.49] 骆驼姆给他请出来
[2599.91] 这骆驼姆他还能打对战吗
[2602.559] 你不用洛托姆
[2603.559] 你又给我找个电器来用
[2605.239] 没有啊
[2606.299] 兄弟
[2607.69] 有时候这些位置还有格斗系
[2609.87] 说实话你除了大牛蛙
[2611.25] 你再给我找个格斗系来
[2612.51] 如好色毛线的问题
[2613.69] 好胜毛细他能打吗
[2614.77] 好胜毛线
[2617.3] 大扭拉就是最强的格斗系了
[2620.26] 因为没有更强的了
[2622.13] 这个电线是这个洛托姆啊
[2624.39] 有时候你要说
[2625.45] 如果你的队伍注意下要打的钢凯呀
[2627.77] 钢凯鸭这个玩意很猥琐
[2630.7] 有些人
[2631.34] 所以他是什么呢
[2632.22] 双马嘎马嘎这个坏地和马嘎外喷
[2636.57] 满怀帝和马拉这个大妈
[2639.73] 如果你是钢凯鸭这种刚系多的鬼剑啥的
[2643.39] 你跟我玩猥琐是吧
[2644.74] 我大妈一上怎么说
[2646.84] 我歪喷一上怎么说我双马吧
[2649.04] 因为喷火龙大妈也可以带这些队友啊
[2652.29] 这些万能队友啊
[2653.41] 什么虎地龙大优拉
[2655.09] 这不都是万能队友吗
[2656.35] 哈万能队友大谁都配啊
[2659.75] 是不是要么你就硬打
[2662.07] 你明想着我硬打这个干海呀
[2664.47] 硬打效果不好
[2665.67] 也是打
[2666.31] 就怕你月亮自打过去
[2667.71] 人家进甲降你特攻
[2670.459] 你要尴尬了啊
[2671.579] 月亮之力现在是10%概率降特攻啊
[2673.659] 大大砍了原来30%嘛
[2675.459] 现在10%
[2677.97] 那这里这个花D啊
[2680.97] 最后还给花1D
[2684.26] 写了一句啊
[2686.3] 偶像正义发AZ非要复活
[2689.51] 我痛失妖家鬼
[2691.73] 原来这荒地啊
[2693.74] 就是那个AZ给他复活
[2695.78] 人家本来都死了
[2698.75] 要变成小胜一发了
[2700.67] 你复活他
[2701.79] 我问你花1D他真的想复活吗
[2703.71] 从结果来看
[2704.93] 花D并不想复活
[2706.819] 对不对
[2707.719] 所以A拿最终兵器把坏帝复活了
[2710.779] 然后害死了好多无辜的宝可梦
[2713.75] 人家不想活的宝可梦
[2715.31] 你把他复活了
[2716.25] 人家不想死的宝可梦
[2717.59] 你把人家杀光了
[2718.75] 杀了那么多宝可梦
[2721.049] HUID很失望
[2722.189] 最后就离开了AZ
[2723.389] 所以AZ他复活坏D的事情有没有赢家
[2726.529] 没有赢家
[2728.05] 快递呢
[2729.279] 哎我没了鬼泣
[2730.799] 我是输家
[2731.659] 那些本来无辜的宝可梦呢
[2733.459] 突然间惨死
[2734.619] 他们也不是赢家
[2735.839] 而AZ呃
[2736.759] 我我外地了
[2737.679] 外地最后花帝
[2738.95] 我哼我看错你了
[2740.23] AZ太让我失望了
[2741.89] 走了哎
[2743.15] 别走灰太酱啊
[2744.03] 不灰贼地别走
[2746.09] 你是不是最后也是不是赢家呀
[2748.72] 所以啊他这个复活的不好
[2751.18] 有时候你还是先问一下人家想不想复活呀
[2753.68] 啊你就把人家复活了
[2756.04] 对不对
[2756.94] 最后大家都是输家
[2758.72] 尤其是那些惨死的无辜宝可梦
[2761.4] 哎我们得罪谁了啊
[2764.29] 你复活他需要吸取那些宝可梦能量啊
[2767.03] 啊你你换你的命是命
[2768.57] 我们的宝可梦的命就不是命了啊
[2772.74] 对吧全部死了
[2774.38] 这AZ啊
[2775.42] 这坏事做尽真是最后呢
[2778.7] 当然他也是他也活了几千年吧
[2781.54] 他因为这个最终兵器发现
[2783.46] 哎呀我居然长生不死啊
[2785.14] 居然最后还是死了
[2787.75] 如果你让AZ再选一下
[2789.25] 我相信他绝对不会再复活
[2790.49] 花D了
[2791.27] 花D啊
[2792.05] 对不住
[2792.55] 我当年我只是自己完全是太自私了
[2797.19] 想复活
[2798.09] 坏地让他
[2799.49] 你有坏地对吧
[2802.18] 让他再如果让他选一次
[2803.62] 他可能就不会复活了
[2804.9] 说坏帝死了就死了吧
[2806.62] 死了变成鬼泣
[2807.5] 说不定还会来找我呢
[2811.46] 啊这是永恒花地啊
[2813.14] 我们就说到这里
[2814.1] 第一个说赢坏地
[2815.18] 本来我第一个想说凯奇的
[2816.54] 你知道嘿
[2817.46] 这凯奇这游戏里面也有
[2818.96] 但是既没有精神场地
[2820.92] 也没有流星光束
[2822.4] 没有强力香草嘛
